StringID	Type		x		y		demand		ReadyTime	DueDate		ServiceTime	altitude
D0		d		35.0		35.0		0.0		0.0		230.0		0.0		0.0
S0		f		35.0		35.0		0.0		0.0		230.0		0.0		0.0
S1		f		61.0		37.0		0.0		0.0		230.0		0.0		-0.03025
S2		f		74.0		39.0		0.0		0.0		230.0		0.0		-0.092967
S3		f		47.0		57.0		0.0		0.0		230.0		0.0		0.077473
S4		f		57.0		65.0		0.0		0.0		230.0		0.0		0.223121
S5		f		29.0		59.0		0.0		0.0		230.0		0.0		-0.338401
S6		f		34.0		71.0		0.0		0.0		230.0		0.0		-0.052062
S7		f		22.0		58.0		0.0		0.0		230.0		0.0		-0.208247
S8		f		7.0		61.0		0.0		0.0		230.0		0.0		0.03872
S9		f		18.0		41.0		0.0		0.0		230.0		0.0		0.02904
S10		f		5.0		39.0		0.0		0.0		230.0		0.0		0.01452
S11		f		14.0		20.0		0.0		0.0		230.0		0.0		0.353218
S12		f		0.0		26.0		0.0		0.0		230.0		0.0		0.019623
S13		f		24.0		25.0		0.0		0.0		230.0		0.0		0.274725
S14		f		26.0		6.0		0.0		0.0		230.0		0.0		-0.085378
S15		f		34.0		20.0		0.0		0.0		230.0		0.0		-0.018973
S16		f		41.0		5.0		0.0		0.0		230.0		0.0		0.333333
S17		f		50.0		9.0		0.0		0.0		230.0		0.0		0.933333
S18		f		61.0		14.0		0.0		0.0		230.0		0.0		0.133333
S19		f		62.0		21.0		0.0		0.0		230.0		0.0		-0.01815
S20		f		74.0		30.0		0.0		0.0		230.0		0.0		-0.046484
C5		c		15.0		30.0		474.5		0.0		199.0		10.0		0.255102
C6		c		25.0		30.0		54.75		0.0		208.0		10.0		0.156986
C7		c		20.0		50.0		91.25		78.0		108.0		10.0		0.05324
C8		c		10.0		43.0		164.25		27.0		57.0		10.0		0.04356
C9		c		55.0		60.0		292.0		0.0		187.0		10.0		0.148748
C10		c		30.0		60.0		292.0		0.0		194.0		10.0		-0.364431
C12		c		50.0		35.0		346.75		167.0		197.0		10.0		-0.0242
C13		c		30.0		25.0		419.75		0.0		208.0		10.0		-0.357143
C16		c		10.0		20.0		346.75		61.0		91.0		10.0		0.176609
C18		c		20.0		40.0		219.0		0.0		204.0		10.0		0.01936
C19		c		15.0		60.0		310.25		0.0		187.0		10.0		0.0484
C20		c		45.0		65.0		164.25		32.0		62.0		10.0		0.037187
C24		c		65.0		35.0		54.75		0.0		190.0		10.0		-0.185934
C28		c		41.0		37.0		292.0		0.0		213.0		10.0		-0.5
C29		c		64.0		42.0		164.25		107.0		137.0		10.0		-0.139451
C31		c		31.0		52.0		492.75		0.0		202.0		10.0		-0.260308
C36		c		2.0		60.0		91.25		98.0		128.0		10.0		0.0242
C37		c		20.0		20.0		146.0		168.0		198.0		10.0		0.412088
C38		c		5.0		5.0		292.0		125.0		155.0		10.0		-0.009486
C40		c		40.0		25.0		164.25		24.0		54.0		10.0		-0.571429
C41		c		42.0		7.0		91.25		161.0		191.0		10.0		0.533333
C42		c		24.0		12.0		91.25		137.0		167.0		10.0		-0.094865
C44		c		11.0		14.0		328.5		157.0		187.0		10.0		0.098116
C46		c		2.0		48.0		18.25		154.0		184.0		10.0		0.03388
C47		c		8.0		56.0		492.75		0.0		185.0		10.0		0.05808
C51		c		49.0		58.0		182.5		0.0		193.0		10.0		0.099608
C53		c		37.0		31.0		255.5		0.0		215.0		10.0		-0.714286
C54		c		57.0		29.0		328.5		78.0		108.0		10.0		-0.0484
C55		c		63.0		23.0		36.5		0.0		189.0		10.0		-0.0363
C56		c		53.0		12.0		109.5		48.0		78.0		10.0		0.733333
C59		c		21.0		24.0		511.0		0.0		202.0		10.0		0.451334
C63		c		27.0		69.0		182.5		0.0		185.0		10.0		-0.156185
C65		c		62.0		77.0		365.0		68.0		98.0		10.0		0.074374
C68		c		56.0		39.0		657.0		47.0		77.0		10.0		-0.0121
C69		c		37.0		47.0		109.5		141.0		171.0		10.0		-0.071429
C71		c		57.0		68.0		273.75		150.0		180.0		10.0		0.260308
C72		c		47.0		16.0		456.25		101.0		131.0		10.0		0.666667
C73		c		44.0		17.0		164.25		126.0		156.0		10.0		0.6
C75		c		49.0		11.0		328.5		0.0		192.0		10.0		1.0
C76		c		49.0		42.0		237.25		173.0		203.0		10.0		0.033203
C78		c		61.0		52.0		54.75		84.0		114.0		10.0		0.055338
C81		c		55.0		54.0		474.5		0.0		192.0		10.0		0.121743
C84		c		11.0		31.0		127.75		86.0		116.0		10.0		0.137363
C86		c		4.0		18.0		638.75		145.0		175.0		10.0		0.039246
C90		c		31.0		67.0		54.75		107.0		137.0		10.0		-0.286339
C91		c		15.0		19.0		18.25		77.0		107.0		10.0		0.333595
C93		c		18.0		24.0		401.5		0.0		199.0		10.0		0.510204
C96		c		22.0		27.0		200.75		18.0		48.0		10.0		0.372841
C97		c		25.0		21.0		219.0		0.0		202.0		10.0		0.215856
C98		c		19.0		21.0		182.5		0.0		198.0		10.0		0.431711

Q Battery capacity /66.28/
C Vehicle load capacity /3650.0/
r Energy consumption rate /1.0/
g inverse recharging rate /0.45/
v average Velocity /1.0/
M Vehicle curb weight /6350.0/
