StringID	Type		x		y		demand		ReadyTime	DueDate		ServiceTime	altitude
D0		d		40.0		50.0		0.0		0.0		1236.0		0.0		0.0
S0		f		40.0		50.0		0.0		0.0		1236.0		0.0		0.0
S1		f		73.0		52.0		0.0		0.0		1236.0		0.0		-0.050709
S2		f		90.0		55.0		0.0		0.0		1236.0		0.0		0.1
S3		f		55.0		79.0		0.0		0.0		1236.0		0.0		0.094658
S4		f		69.0		89.0		0.0		0.0		1236.0		0.0		0.023664
S5		f		32.0		80.0		0.0		0.0		1236.0		0.0		-0.102041
S6		f		39.0		96.0		0.0		0.0		1236.0		0.0		-0.05102
S7		f		23.0		80.0		0.0		0.0		1236.0		0.0		0.060984
S8		f		4.0		83.0		0.0		0.0		1236.0		0.0		0.006776
S9		f		18.0		58.0		0.0		0.0		1236.0		0.0		-0.007905
S10		f		1.0		56.0		0.0		0.0		1236.0		0.0		0.011068
S11		f		13.0		31.0		0.0		0.0		1236.0		0.0		0.022135
S12		f		-5.0		38.0		0.0		0.0		1236.0		0.0		0.066405
S13		f		26.0		37.0		0.0		0.0		1236.0		0.0		0.170068
S14		f		28.0		13.0		0.0		0.0		1236.0		0.0		0.097182
S15		f		39.0		31.0		0.0		0.0		1236.0		0.0		0.218659
S16		f		48.0		11.0		0.0		0.0		1236.0		0.0		-0.068331
S17		f		59.0		17.0		0.0		0.0		1236.0		0.0		-0.091108
S18		f		73.0		23.0		0.0		0.0		1236.0		0.0		-0.0484
S19		f		74.0		32.0		0.0		0.0		1236.0		0.0		-0.032267
S20		f		90.0		44.0		0.0		0.0		1236.0		0.0		0.2
C4		c		42.0		68.0		182.5		584.0		656.0		90.0		-0.663265
C5		c		42.0		65.0		182.5		950.0		1026.0		90.0		-0.408163
C8		c		38.0		68.0		365.0		1057.0		1125.0		90.0		-0.612245
C9		c		38.0		70.0		182.5		958.0		1040.0		90.0		-0.561224
C11		c		35.0		69.0		182.5		869.0		941.0		90.0		-0.357143
C12		c		25.0		85.0		365.0		176.0		228.0		90.0		0.020328
C21		c		30.0		52.0		365.0		11.0		73.0		90.0		-0.039527
C22		c		28.0		52.0		365.0		0.0		1133.0		90.0		-0.071148
C23		c		28.0		55.0		182.5		13.0		70.0		90.0		-0.047432
C24		c		25.0		50.0		182.5		0.0		1131.0		90.0		-0.086959
C28		c		23.0		55.0		365.0		438.0		510.0		90.0		-0.055338
C29		c		20.0		50.0		182.5		0.0		1126.0		90.0		-0.023716
C30		c		20.0		55.0		182.5		0.0		1125.0		90.0		-0.015811
C31		c		10.0		35.0		365.0		0.0		1112.0		90.0		0.033203
C33		c		8.0		40.0		730.0		355.0		437.0		90.0		0.077473
C35		c		5.0		35.0		182.5		655.0		725.0		90.0		0.099608
C36		c		5.0		45.0		182.5		0.0		1110.0		90.0		0.08854
C40		c		35.0		30.0		182.5		143.0		199.0		90.0		0.413022
C41		c		35.0		32.0		182.5		49.0		109.0		90.0		0.388727
C44		c		32.0		30.0		182.5		325.0		387.0		90.0		0.510204
C47		c		30.0		35.0		182.5		698.0		754.0		90.0		0.315841
C48		c		28.0		30.0		182.5		0.0		1122.0		90.0		0.364431
C49		c		28.0		35.0		182.5		1011.0		1073.0		90.0		0.26725
C51		c		25.0		30.0		182.5		0.0		1121.0		90.0		0.242954
C55		c		42.0		15.0		182.5		905.0		963.0		90.0		-0.113885
C56		c		40.0		5.0		547.5		350.0		410.0		90.0		0.024295
C57		c		40.0		15.0		730.0		989.0		1063.0		90.0		0.121477
C58		c		38.0		5.0		547.5		256.0		320.0		90.0		0.048591
C59		c		38.0		15.0		182.5		66.0		124.0		90.0		0.145773
C60		c		35.0		5.0		365.0		167.0		223.0		90.0		0.072886
C61		c		50.0		30.0		182.5		980.0		1064.0		90.0		-0.341655
C63		c		50.0		40.0		912.5		0.0		1131.0		90.0		-0.136662
C65		c		48.0		40.0		182.5		67.0		139.0		90.0		-0.182216
C66		c		47.0		35.0		182.5		1068.0		1129.0		90.0		-0.273324
C68		c		45.0		30.0		182.5		354.0		420.0		90.0		-0.318878
C70		c		95.0		30.0		547.5		390.0		444.0		90.0		0.3
C75		c		45.0		65.0		365.0		0.0		1130.0		90.0		-0.153061
C78		c		88.0		35.0		365.0		0.0		1095.0		90.0		0.9
C82		c		75.0		55.0		365.0		459.0		529.0		90.0		-0.016903
C83		c		72.0		55.0		182.5		556.0		618.0		90.0		-0.084516
C86		c		66.0		55.0		182.5		173.0		241.0		90.0		-0.185934
C87		c		65.0		55.0		365.0		0.0		1120.0		90.0		-0.169031
C88		c		65.0		60.0		547.5		837.0		895.0		90.0		-0.118322
C91		c		60.0		60.0		182.5		1010.0		1096.0		90.0		-0.033806
C92		c		67.0		85.0		365.0		459.0		519.0		90.0		0.070993
C94		c		65.0		82.0		182.5		0.0		1105.0		90.0		0.212979
C95		c		62.0		80.0		547.5		0.0		1108.0		90.0		0.260308
C96		c		60.0		80.0		182.5		177.0		243.0		90.0		0.236644
C97		c		60.0		85.0		547.5		645.0		707.0		90.0		0.189315
C99		c		55.0		80.0		182.5		836.0		896.0		90.0		0.118322

Q Battery capacity /79.69/
C Vehicle load capacity /3650.0/
r Energy consumption rate /1.0/
g inverse recharging rate /3.39/
v average Velocity /1.0/
M Vehicle curb weight /6350.0/
